year,ssp585,ssp126
2082,1.620109797115286,0.6664877049247586
2083,1.3914742703970227,0.4754703988192768
2084,1.5236276347742503,0.5037710894766252
2085,1.7313743741969017,1.1769035369385503
2086,1.4111897782818525,1.0998617745026507
2087,1.4914052732106038,0.6291841486569179
2088,1.6331164370702043,0.8335688305773559
2089,1.768626047887965,0.3976293146688743
2090,1.7023129730773983,1.0624248208741425
2091,1.7958076666636131,1.1205922339791674
2092,1.7309533786300824,0.828858605729931
2093,1.8871770468968583,0.790769404444633
2094,1.6209834384312005,0.38172122941307984
2095,1.829985414198661,0.8948275445020717
2096,1.6095362339382353,0.7451120706434704
2097,1.7958755587654336,0.726493461716851
2098,1.6405053285759088,0.6880818541476446
2099,1.9960455144434395,0.7142950766850618
2100,1.6429776277939183,1.0058683918226468
